Reporting Year,Reporting Quarter,County,Reporting Organization,Reporting Organization ID,Total Capacity (Certified),Beginning Census,End Census,Male Census,Female Census,# of Residents Age 66-80,# of Residents  Age 81+,Total Admissions,Total Discharges
2019,3,Montgomery,Hillcrest Spring Residential,380-F-043,80,69,68,15,53,9,59,10,11
2019,3,Broome,Hilltop Manor West,030-E-008,98,96,93,15,78,8,83,10,13
2019,3,Monroe,Hilton East Assisted Living,370-F-208,205,139,144,55,89,64,60,18,9
2019,3,Saratoga,Home of the Good Shepherd at Highpointe,640-E-036,86,76,76,21,55,8,68,7,7
2019,3,Saratoga,Home of the Good Shepherd Moreau,640-E-040,72,63,62,15,47,7,54,12,13
2019,3,Saratoga,Home of the Good Shepherd Saratoga,640-E-042,105,96,81,21,60,15,66,12,18
2019,3,Chautauqua,Hultquist Place,060-E-015,96,90,94,19,75,16,77,13,8
2019,3,Dutchess,"Hyde Park Assisted Living Facility, Inc.",230-F-282,78,70,71,26,45,30,25,11,8
2019,3,Broome,Ideal Senior Living Center,030-E-039,70,63,66,19,47,11,55,12,9
2019,3,Nassau,Island Assisted Living,400-E-295,200,192,186,87,99,82,67,14,20
2019,3,Onondaga,Keepsake Village at Greenpoint,520-F-143,57,50,51,17,34,10,39,11,9
2019,3,Schenectady,"Kingsway Manor, LLC",650-F-103,140,107,115,30,85,11,104,21,13
2019,3,Monroe,Legacy at Cranberry Landing,370-F-252,78,53,48,12,36,8,40,,8
2019,3,Monroe,Legacy at Maiden Park,370-F-254,98,55,58,14,44,8,50,9,8
2019,3,Nassau,Long Beach Assisted Living,400-F-301,200,197,198,130,68,104,28,21,20
2019,3,Queens,Long Island Living Center,590-F-328,306,161,159,76,83,81,72,11,14
2019,3,Tompkins,"Longview, an Ithacare Community",730-E-002,96,86,85,26,59,28,44,8,9
2019,3,Onondaga,Loretto EHP #1 Bernardine Apartments,520-S-054,148,131,129,78,51,91,20,9,11
2019,3,Onondaga,Loretto Village Apts. Enriched Housing Site #5,520-S-120,79,76,78,14,64,15,63,12,10
2019,3,New York,Lott Assisted Living Residence,420-S-391,131,125,125,52,73,48,77,7,7
2019,3,Queens,"Madison York Assisted Living Community, LLC",590-F-320,226,218,212,122,90,116,65,12,18
2019,3,Queens,Madison York Home for Adults,590-F-321,202,198,190,121,69,101,36,,14
2019,3,Allegany,Manor Hills,010-F-017,137,104,104,30,74,18,84,13,12
2019,3,Richmond,"Mariners Residence, Inc.",610-F-066,270,210,208,122,86,120,24,13,15
2019,3,Erie,Mary Agnes Manor ALP,240-F-868,230,199,199,106,93,75,75,10,10
2019,3,Jefferson,Meadowbrook Terrace Assisted Living Facility,330-E-004,60,47,45,8,37,13,32,8,7
2019,3,Kings,Mermaid Manor Home for Adults,331-F-276,200,190,191,128,63,93,20,9,8
2019,3,Livingston,Morgan Estates,350-F-008,78,58,64,16,48,10,53,14,8
2019,3,Orange,Mount Alverno Center,540-E-051,79,47,43,11,32,14,27,,8
2019,3,Niagara,Mount View Assisted Living,500-F-105,150,147,143,39,104,52,72,12,17
2019,3,Richmond,New Broadview Home For Adults,610-F-067,200,196,190,107,83,97,30,9,15
2019,3,Queens,"New Homestead Home for Adults, Inc.",590-F-311,163,101,103,39,64,40,57,11,9
2019,3,Cayuga,North Brook Heights Home for Adults,050-F-022,178,108,109,49,60,43,43,10,9
2019,3,Kings,Oceanview Manor Home for Adults,331-F-270,176,169,166,115,51,81,12,,9
2019,3,Erie,Orchard Heights,240-F-884,200,144,137,37,100,24,112,21,28
2019,3,Nassau,Oyster Bay Manor,400-F-313,72,57,54,21,33,11,40,,8
2019,3,Onondaga,Park Terrace at Radisson,520-F-169,65,46,52,13,39,8,44,15,9
2019,3,Erie,Peregrine's Landing at Orchard Park,240-F-827,52,42,47,12,35,18,28,25,20
2019,3,Oneida,Presbyterian Residential Community,510-E-065,96,86,88,15,73,32,54,21,16
2019,3,Rockland,Promenade at Chestnut Ridge,620-F-081,198,85,87,19,68,9,76,11,7
2019,3,Orange,Promenade at Middletown,540-F-032,163,137,144,33,111,51,88,16,9
2019,3,Ontario,Quail Summit,530-S-001,55,38,38,9,29,10,28,13,13
2019,3,Queens,Queens Adult Care Center,590-F-309,352,339,336,235,101,164,30,12,15
2019,3,Monroe,Rainier Grove at Cherry Ridge,370-F-229,87,69,71,11,60,9,62,12,9
2019,3,Monroe,Rochester Presbyterian Home,370-E-022,102,76,81,18,63,28,49,17,12
2019,3,Monroe,RPH East,370-E-204,64,53,52,8,44,10,41,8,8
2019,3,Monroe,Sage Harbor Baywinde,370-F-236,88,64,63,11,52,9,54,17,20
2019,3,Jefferson,Samaritan Summit Village,330-E-005,120,116,113,33,80,32,75,8,11
2019,3,Queens,Sanford Home,590-F-142,200,189,182,96,86,70,9,,9
2019,3,Monroe,Seabury Woods,370-S-841,85,78,74,20,54,8,66,,10
2019,3,Onondaga,Sedgwick Heights,520-E-091,154,146,147,54,93,73,58,13,12
2019,3,Ontario,Seneca Lake Terrace Assisted Living Center,530-F-059,65,40,39,16,23,9,29,,8
2019,3,Monroe,Shire Senior Living Assisted Living Program,370-F-240,200,138,142,87,55,62,23,12,7
2019,3,Kings,Signature Senior Living,331-F-022,199,114,128,69,59,62,58,29,15
2019,3,Nassau,Somerset Gardens,400-S-318,160,146,141,44,97,17,122,10,15
2019,3,Kings,Sunrise at Mill Basin,331-S-011,142,117,113,30,83,22,90,10,13
2019,3,Kings,Sunrise at Sheepshead Bay,331-S-012,189,124,125,35,90,27,97,15,14
2019,3,Westchester,Sunrise of Crestwood,800-F-994,116,94,90,27,63,15,74,7,11
2019,3,Suffolk,Sunrise of Dix Hills,700-F-923,114,85,81,21,60,11,69,12,15
2019,3,Nassau,Sunrise of East Meadow,400-F-322,107,101,97,29,68,17,80,10,14
2019,3,Westchester,Sunrise of Fleetwood,800-F-995,136,98,94,35,59,24,68,12,16
2019,3,Nassau,Sunrise of Glen Cove,400-F-327,111,95,94,31,63,12,81,8,9
2019,3,Nassau,Sunrise of North Lynbrook,400-F-328,138,85,94,17,77,25,69,17,8
2019,3,Suffolk,Sunrise of Smithtown,700-F-927,104,79,80,24,56,9,70,11,16
2019,3,Queens,"Surfside Manor Home for Adults, LLC",590-F-314,200,197,196,119,77,80,9,,7
2019,3,Erie,Symphony Manor at Lancaster,240-F-902,117,74,83,40,43,38,23,16,7
2019,3,Chautauqua,"Tanglewood Manor, Inc",060-F-036,158,129,120,44,76,43,58,8,18
2019,3,Rockland,Tappan Zee Manor,620-F-087,150,90,88,35,53,16,70,9,10
2019,3,Erie,Tennyson Court,240-F-874,93,82,82,18,64,17,65,11,12
2019,3,Westchester,The Ambassador at Scarsdale,800-S-153,138,120,114,37,77,16,98,,9
2019,3,Erie,The Amberleigh,240-S-125,76,68,65,14,51,9,56,9,7
2019,3,Suffolk,The Arbors at Bohemia,700-F-913,200,116,130,36,94,19,108,25,16
2019,3,Suffolk,The Arbors at Hauppauge,700-F-916,200,124,121,42,79,22,99,14,17
2019,3,Suffolk,The Arbors at Islandia East,700-F-914,200,125,116,31,85,22,94,16,24
2019,3,Suffolk,The Arbors at Islandia West,700-F-915,200,88,89,32,57,17,71,15,14
2019,3,Nassau,The Arbors at Westbury,400-F-307,200,117,116,40,76,21,92,17,18
2019,3,Dutchess,The Avalon Assisted Living and Wellness Center,230-F-068,76,72,72,28,44,36,18,9,9
2019,3,Kings,The Belvedere,331-F-288,200,92,91,41,50,27,59,11,12
2019,3,Richmond,The Brielle at Seaview,610-E-012,188,112,110,33,77,32,76,14,16
2019,3,Westchester,The Bristal at Armonk,800-S-151,171,130,127,30,97,12,115,10,13
2019,3,Nassau,The Bristal at East Meadow,400-S-299,151,120,129,36,93,20,108,22,14
2019,3,Suffolk,The Bristal at East Northport,700-S-303,166,138,138,37,101,14,124,10,10
2019,3,Nassau,The Bristal at Garden City,400-S-330,170,77,89,28,61,18,70,20,8
2019,3,Suffolk,The Bristal at Holtsville,700-S-309,166,133,131,26,105,21,110,19,21
2019,3,Nassau,The Bristal at Jericho,400-S-332,200,62,75,23,52,10,64,21,8
2019,3,Suffolk,The Bristal at Lake Grove,700-S-311,155,136,127,32,95,24,103,19,28
2019,3,Nassau,The Bristal at Lake Success,400-F-337,110,86,78,18,60,12,66,10,18
2019,3,Nassau,The Bristal at Massapequa,400-F-315,84,73,71,16,55,15,55,8,10
2019,3,Nassau,The Bristal at North Hills,400-S-309,140,107,109,25,84,11,98,11,9
2019,3,Nassau,The Bristal at North Woodmere,400-S-304,155,119,120,28,92,12,107,12,11
2019,3,Suffolk,The Bristal at Sayville,700-F-302,155,122,129,34,95,23,106,17,10
2019,3,Suffolk,The Bristal at West Babylon,700-S-313,187,121,132,42,90,16,115,24,13
2019,3,Nassau,The Bristal at Westbury,400-S-300,180,143,144,34,110,21,121,14,15
2019,3,Westchester,The Bristal at White Plains,800-S-145,190,148,146,36,110,16,127,16,18
2019,3,Wyoming,The Cloisters,900-F-005,48,35,40,11,29,10,29,19,14
2019,3,Erie,The Courtyards LLC,240-F-872,133,116,125,55,70,73,47,19,9
2019,3,Greene,The Eliot at Catskill,300-F-033,98,85,92,42,50,46,29,12,7
2019,3,Orange,The Eliot at Erie Station ALP,540-F-028,96,88,89,55,34,40,7,8,7
2019,3,Westchester,The Fountains at RiverVue,800-F-981,141,104,101,24,77,16,84,8,11
2019,3,Oswego,The Gardens by Morningstar,560-F-042,106,94,99,43,56,28,41,14,13
2019,3,Nassau,The Glen at Maple Pointe,400-S-316,83,80,78,17,61,14,63,,9
2019,3,Monroe,The Hamlet at Park Ridge,370-S-193,67,40,48,10,38,10,38,12,9
2019,3,Broome,The Hearth at Castle Gardens,030-S-044,106,73,70,22,48,12,56,7,11
2019,3,Onondaga,The Hearth at Greenpoint Senior Living,520-S-129,139,122,116,34,82,20,94,12,14
2019,3,Onondaga,The Inn at Menorah Park,520-E-095,61,48,43,14,29,9,34,,8
2019,3,Westchester,The Kensington,800-F-988,130,119,119,40,79,27,89,20,16
2019,3,Suffolk,The Lake Shore Assisted Living Residence,700-F-893,200,110,107,42,65,39,62,9,12
2019,3,Monroe,The Landing of Brighton,370-S-197,121,78,84,30,54,13,70,14,8
2019,3,Dutchess,The Landing of Poughkeepsie,230-S-005,121,89,86,17,69,12,73,15,18
2019,3,Schuyler,The New Falls,670-F-006,111,79,82,33,49,44,24,9,8
2019,3,Putnam,The Plaza at Clover Lake,580-F-001,175,145,146,32,114,45,95,18,17
2019,3,Montgomery,"The Sentinel at Amsterdam, LLC",380-F-047,150,110,133,53,80,58,43,36,13
2019,3,Westchester,The Springvale Inn,800-S-129,125,83,83,21,62,10,72,11,11
2019,3,Wayne,The Terrace at Newark,770-F-037,71,59,57,13,44,12,42,10,12
2019,3,Kings,The Waterford on the Bay,331-F-272,200,177,174,68,106,53,117,22,25
2019,3,Ulster,Valley Vista Adult Home and Assisted Living Program,740-F-076,89,77,74,21,53,30,31,,7
2019,3,Suffolk,Village Walk A Carlisle Assisted Living Community,700-F-941,146,107,111,42,69,25,84,22,13
2019,3,Cortland,Walden Place,210-F-030,86,68,74,23,51,13,61,15,9
2019,3,Westchester,Westchester Center for Independent and Assisted Living,800-F-990,195,192,194,85,109,83,70,9,7
2019,3,Suffolk,Whisper Woods of Smithtown,700-F-957,136,111,118,48,70,21,95,21,14
2019,3,Columbia,Whittier Place,200-E-005,80,77,75,14,61,29,43,8,10
2019,3,Westchester,Willow Gardens,800-E-136,51,41,42,15,27,14,28,8,7
2019,3,Westchester,Willow Towers EHP,800-S-131,150,140,137,41,96,24,111,13,15
2019,3,Monroe,Wolk Manor Enriched Living Center,370-S-836,85,81,81,23,58,31,50,8,8
2019,3,Chemung,Woodbrook,070-E-011,80,65,66,20,46,9,57,11,9
2019,3,Monroe,Woodcrest Commons,370-E-198,120,92,91,39,52,38,43,7,8
2019,3,Suffolk,Woodhaven Home for Adults,700-F-905,181,156,166,76,90,83,31,21,11
2019,2,Kings,Amber Court of Brooklyn,331-F-284,224,215,210,135,75,120,86,7,12
2019,2,Bronx,Amber Court of Pelham Gardens,020-F-817,200,198,195,101,94,116,77,14,17
2019,2,Suffolk,Amber Court of Smithtown,700-F-945,186,177,169,35,134,38,131,17,25
2019,2,Nassau,Amber Court of Westbury,400-F-331,64,61,55,16,39,17,38,8,14
2019,2,Nassau,Amber Court of Westbury,400-F-325,225,183,192,34,158,39,152,28,17
2019,2,Rockland,Assisted Living at Northern Riverview,620-E-019,105,99,95,40,55,40,21,,10
2019,2,Suffolk,Atria Bay Shore,700-S-305,116,78,74,14,60,10,63,9,8
2019,2,Westchester,Atria Briarcliff Manor,800-F-996,200,87,84,19,65,19,65,18,19
2019,2,Albany,Atria Crossgate,000-S-009,83,68,72,24,48,14,54,12,10
2019,2,Nassau,Atria Cutter Mill,400-S-328,130,103,102,24,78,9,92,12,14
2019,2,Albany,Atria Delmar Place,000-S-008,106,80,79,24,55,17,61,,9
2019,2,Suffolk,Atria East Northport,700-F-929,200,134,137,36,101,26,107,15,12
2019,2,Nassau,Atria Glen Cove,400-S-324,128,56,43,19,24,10,33,,11
2019,2,Monroe,Atria Greece,370-F-210,79,47,46,13,33,8,38,9,10
2019,2,Albany,Atria Guilderland,000-F-308,120,71,69,24,45,13,53,21,25
2019,2,Suffolk,Atria Huntington,700-F-931,122,100,102,27,75,15,82,21,19
2019,2,Queens,Atria Kew Gardens,590-S-315,175,122,131,38,93,21,105,9,23
2019,2,Nassau,Atria Lynbrook,400-F-326,200,77,79,21,58,12,64,8,9
2019,2,Westchester,Atria on the Hudson,800-S-147,185,128,122,33,89,22,100,13,19
2019,2,Nassau,Atria Park of Great Neck,400-S-326,162,115,118,32,86,12,104,13,22
2019,2,Monroe,Atria Penfield,370-F-212,120,92,90,32,58,23,64,17,19
2019,2,Bronx,Atria Riverdale,020-S-001,195,177,184,51,133,37,145,22,17
2019,2,Albany,Atria Shaker,000-S-011,146,95,84,26,58,17,62,11,23
2019,2,Suffolk,Atria South Setauket,700-F-933,200,94,96,22,74,17,76,15,15
2019,2,Nassau,Atria Tanglewood,400-F-306,160,113,116,30,86,7,109,14,11
2019,2,New York,Atria West 86,420-S-389,189,178,179,58,121,32,144,25,26
2019,2,Saratoga,Beacon Pointe Memory Care Community,640-F-042,52,48,50,14,36,16,32,10,9
2019,2,Chemung,Bethany Village,070-E-002,144,118,116,19,97,21,92,18,19
2019,2,Suffolk,Birchwood Suites,700-F-943,95,60,62,27,35,15,41,13,12
2019,2,Queens,Boulevard ALP,590-S-317,239,224,224,81,143,53,171,8,8
2019,2,Suffolk,Braemar Living at Medford,700-F-921,200,195,199,37,162,66,105,14,9
2019,2,Orange,Braemar Living at Wallkill,540-F-036,200,170,172,51,121,42,121,16,14
2019,2,Queens,Brandywine Assisted Living at The Savoy,590-S-305,160,133,136,40,96,26,108,21,18
2019,2,Niagara,"Briarwood Manor, Inc.",500-F-092,160,102,108,24,84,29,75,14,8
2019,2,Rockland,Brightview Lake Tappan,620-F-097,85,49,61,21,40,13,48,18,8
2019,2,Erie,"Bristol Village, Inc.",240-S-107,110,87,89,26,63,16,71,16,14
2019,2,Erie,Brompton Heights,240-F-133,200,115,120,29,91,28,89,26,21
2019,2,Bronx,Bronxwood,020-E-004,320,277,283,194,89,182,62,24,18
2019,2,Onondaga,Brookdale Bellevue,520-F-163,91,46,46,14,32,8,37,10,8
2019,2,Schenectady,Brookdale East Niskayuna,650-F-101,52,35,32,11,21,14,18,10,13
2019,2,Onondaga,Brookdale East Side,520-F-164,88,42,39,8,31,8,31,,9
2019,2,Erie,Brookdale Kenmore,240-S-113,120,104,106,33,73,23,82,11,10
2019,2,Onondaga,Brookdale Manlius,520-S-137,86,64,72,35,37,8,64,16,8
2019,2,Niagara,Brookdale Niagara Assisted Living,500-S-002,53,38,41,14,27,10,31,14,7
2019,2,Niagara,Brookdale Niagara Memory Care,500-F-095,40,38,39,13,26,7,32,11,10
2019,2,Schenectady,Brookdale Niskayuna,650-S-071,110,100,105,40,65,27,74,12,12
2019,2,Steuben,Brookdale Painted Post,690-F-044,110,72,73,22,51,18,55,8,7
2019,2,Suffolk,Brookhaven Care Center,700-F-290,182,174,172,115,57,62,9,,8
2019,2,Kings,Brooklyn Adult Care Center,331-F-278,210,199,197,151,46,100,10,12,14
2019,2,Kings,Brooklyn Boulevard ALP,331-S-014,184,178,182,94,88,94,54,14,11
2019,2,Queens,Castle Senior Living At Forest Hills,590-S-307,177,162,167,62,105,75,82,21,16
2019,2,Queens,"Central Assisted Living, LLC",590-F-322,186,186,185,110,75,99,21,12,13
2019,2,Monroe,Cobbs Hill Manor,370-F-242,118,76,90,41,49,49,21,17,13
2019,2,Monroe,Crimson Ridge Gardens,370-F-226,52,38,39,17,22,7,31,11,12
2019,2,Rensselaer,Danforth Adult Care Center,600-F-244,80,80,71,20,51,23,43,11,9
2019,2,Erie,Dosberg Manor,240-E-141,96,70,74,19,55,13,58,14,10
2019,2,Erie,Eden Heights,240-F-900,120,75,82,25,57,13,68,22,15
2019,2,Cattaraugus,Eden Heights of Olean,040-F-028,120,89,94,23,71,32,60,17,8
2019,2,Erie,Eden Heights of West Seneca,240-F-848,120,82,84,30,54,16,67,11,12
2019,2,Erie,Elderwood Assisted Living at Cheektowaga,240-F-886,80,69,67,12,55,7,60,8,10
2019,2,Erie,Elderwood Assisted Living at Hamburg,240-S-117,103,92,92,13,79,23,69,14,15
2019,2,Erie,Elderwood Assisted Living at Tonawanda,240-F-890,120,87,87,14,73,21,65,19,15
2019,2,Erie,Elderwood Assisted Living at West Seneca,240-S-119,128,93,97,16,81,12,85,17,11
2019,2,Albany,Elderwood Village at Colonie,000-F-314,94,71,43,14,29,30,13,39,28
2019,2,Monroe,Elderwood Village at Fairport,370-F-246,78,45,39,12,27,11,28,,8
2019,2,Erie,Elderwood Village at Willamsville,240-S-115,110,85,80,19,61,9,70,8,14
2019,2,Queens,Elm York Home for Adults,590-F-319,262,251,254,130,124,118,22,10,8
2019,2,Monroe,Emeritus at the Landing of Brockport,370-S-849,114,82,85,27,58,12,73,13,10
2019,2,Cayuga,Faatz-Crofut Home for the Elderly,050-E-006,53,13,39,9,30,11,24,,10
2019,2,Genesee,Genesee Adult Home,290-F-007,80,66,65,27,38,29,30,10,11
2019,2,Erie,Glenwell,240-E-146,120,93,90,29,61,33,50,20,22
2019,2,Broome,"Good Shepherd- Fairview Home, Inc.",030-E-005,67,58,53,7,46,7,46,8,13
2019,2,Monroe,Grande'ville Senior Living Community,370-F-230,115,102,99,30,69,14,85,18,21
2019,2,Monroe,Grande'Vie Senior Living,370-F-250,178,82,74,26,48,15,58,7,15
2019,2,Suffolk,Gurwin Jewish Fay J. Lindner Residence,700-S-289,200,153,155,48,107,12,143,11,9
2019,2,Nassau,Harbor House,400-F-305,136,101,105,34,71,21,82,18,12
2019,2,Richmond,Harbor Terrace Adult Home and Assisted Living,610-F-064,363,264,251,157,94,98,20,,14
2019,2,Kings,Harbor View Home for Adults,331-F-282,162,72,81,31,50,26,49,20,11
2019,2,Rensselaer,"Hawthorne Ridge, Inc.",600-E-114,66,58,61,18,43,10,51,21,15
2019,2,Monroe,Heather Heights of Pittsford,370-F-220,120,86,87,32,55,23,62,30,29
2019,2,Monroe,Heathwood Assisted Living at Penfield,370-S-852,151,111,112,28,84,15,96,28,27
2019,2,Erie,Heathwood Assisted Living at Williamsville,240-F-881,115,101,104,25,79,15,89,15,13
2019,2,Dutchess,"Hedgewood ALP, LLC",230-F-082,192,181,187,121,66,82,19,10,11
2019,2,Montgomery,Hillcrest Spring Residential,380-F-043,80,71,69,16,53,8,61,9,11
2019,2,Broome,Hilltop Manor West,030-E-008,98,92,97,19,78,9,86,17,13
2019,2,Monroe,Hilton East Assisted Living,370-F-208,205,140,136,50,86,57,55,13,14
2019,2,Saratoga,Home of the Good Shepherd,640-E-037,42,40,41,14,27,9,32,10,9
2019,2,Saratoga,Home of the Good Shepherd at Highpointe,640-E-036,86,75,76,18,58,8,68,11,10
2019,2,Greene,Home Sweet Home on the Hudson,300-F-032,60,43,45,8,37,7,38,10,9
2019,2,Ontario,Horizons,530-E-051,76,54,55,12,43,22,31,11,7
2019,2,Chautauqua,Hultquist Place,060-E-015,96,88,89,19,70,14,74,9,9
2019,2,Broome,Ideal Senior Living Center,030-E-039,70,67,63,17,46,8,55,,10
2019,2,Nassau,Island Assisted Living,400-E-295,200,195,192,85,107,86,68,12,16
2019,2,Erie,Juniper Glen Alzheimer's Special Care Center,240-F-894,66,45,42,15,27,10,32,8,10
2019,2,Onondaga,Keepsake Village at Greenpoint,520-F-143,57,49,49,18,31,12,36,7,9
2019,2,Schenectady,"Kingsway Manor, LLC",650-F-103,140,98,105,26,79,11,94,22,17
2019,2,Monroe,Legacy at Maiden Park,370-F-254,98,57,53,15,38,9,44,,12
2019,2,Nassau,Long Beach Assisted Living,400-F-301,200,193,197,132,65,108,25,13,9
2019,2,Queens,Long Island Living Center,590-F-328,191,158,162,73,89,83,75,12,8
2019,2,Tompkins,"Longview, an Ithacare Community",730-E-002,96,87,86,27,59,24,48,7,8
2019,2,Onondaga,Loretto Village Apts. Enriched Housing Site #5,520-S-120,79,78,76,11,65,14,62,9,12
2019,2,New York,Lott Assisted Living Residence,420-S-391,131,124,125,50,75,47,78,9,7
2019,2,Queens,"Madison York Assisted Living Community, LLC",590-F-320,226,211,218,124,94,124,65,18,11
2019,2,Queens,Madison York Home for Adults,590-F-321,202,192,198,126,72,105,38,24,17
2019,2,Allegany,Manor Hills,010-F-017,137,103,103,33,70,20,81,15,16
2019,2,Westchester,Maplewood Commons,800-S-149,80,53,51,16,35,7,43,,7
2019,2,Richmond,"Mariners Residence, Inc.",610-F-066,270,205,210,125,85,120,24,18,14
2019,2,Erie,Mary Agnes Manor ALP,240-F-868,230,183,199,107,92,75,75,27,13
2019,2,Oneida,Masonic Home,510-E-033,96,73,69,28,41,12,54,8,12
2019,2,Westchester,Meadowview at the Wartburg,800-S-125,105,101,98,9,89,13,83,,8
2019,2,Chautauqua,Memory Garden,060-F-040,56,36,38,13,25,10,28,10,8
2019,2,Kings,Mermaid Manor Home for Adults,331-F-276,200,185,190,127,63,92,20,14,9
2019,2,Livingston,Morgan Estates,350-F-008,78,62,58,12,46,8,49,,8
2019,2,Richmond,New Broadview Home For Adults,610-F-067,200,191,196,110,86,96,28,18,13
2019,2,Queens,"New Homestead Home for Adults, Inc.",590-F-311,163,101,101,36,65,38,57,12,12
2019,2,Orange,New Windsor Country Inn,540-F-026,86,54,54,18,36,7,47,7,7
2019,2,Cayuga,North Brook Heights Home for Adults,050-F-022,178,99,108,45,63,40,47,16,7
2019,2,Kings,Oceanview Manor Home for Adults,331-F-270,176,165,169,118,51,85,12,12,8
2019,2,Erie,Orchard Heights,240-F-884,200,144,145,47,98,32,112,22,21
2019,2,Albany,Peregrine Senior Living at Colonie,000-F-312,68,59,65,17,48,12,50,18,11
2019,2,Onondaga,Peregrine Senior Living at Onondaga Hill,520-F-171,68,66,64,16,48,10,54,10,12
2019,2,Erie,Peregrine'sLanding Senior Community,240-S-109,112,88,90,32,58,14,71,8,9
2019,2,Erie,Peregrine's Landing at Orchard Park,240-F-827,52,38,37,7,30,14,23,9,10
2019,2,Fulton,Pineview Commons H.F.A.,280-F-034,94,76,69,17,52,26,40,,13
2019,2,Oneida,Presbyterian Residential Community,510-E-065,96,85,83,14,69,27,53,12,14
2019,2,Rockland,Promenade at Blue Hill,620-F-085,61,42,41,10,31,7,33,,8
2019,2,Rockland,Promenade at Chestnut Ridge,620-F-081,198,89,85,18,67,7,76,7,17
2019,2,Orange,Promenade at Middletown,540-F-032,163,132,137,35,102,50,82,20,18
2019,2,Ontario,Quail Summit,530-S-001,55,36,38,7,31,7,31,12,11
2019,2,Queens,Queens Adult Care Center,590-F-309,352,343,340,240,100,167,28,16,18
2019,2,Monroe,Rainier Grove at Cherry Ridge,370-F-229,87,68,70,17,53,7,63,16,16
2019,2,Monroe,Rochester Presbyterian Home,370-E-022,102,74,76,16,60,19,51,13,11
2019,2,Monroe,RPH East,370-E-204,64,51,53,7,46,9,43,9,7
2019,2,Monroe,Sage Harbor Baywinde,370-F-236,88,65,64,10,54,7,57,25,20
2019,2,Jefferson,Samaritan Summit Village,330-E-005,120,118,117,34,83,34,76,10,13
2019,2,Monroe,Seabury Woods,370-S-841,85,80,78,19,59,8,70,11,14
2019,2,Monroe,Shire Senior Living Assisted Living Program,370-F-240,200,146,138,82,56,61,23,,12
2019,2,Kings,Signature Senior Living,331-F-022,199,90,114,65,49,53,55,36,12
2019,2,Nassau,Somerset Gardens,400-S-318,160,142,146,50,96,11,133,13,10
2019,2,Oswego,St. Francis Commons,560-E-009,60,58,58,11,47,12,45,8,8
